publisher_id,t,true,noisy
Device_3,96,0.0,1653.2897561459768
Device_3,97,0.0,1653.2897561459768
Device_3,98,0.0,1653.2897561459768
Device_3,99,0.0,1653.2897561459768
Device_3,100,0.0,1653.2897561459768
Device_3,101,0.0,1653.2897561459768
Device_3,102,0.0,1653.2897561459768
Device_3,103,0.0,1653.2897561459768
Device_3,104,0.0,1653.2897561459768
Device_3,105,0.0,1653.2897561459768
Device_3,106,0.0,1653.2897561459768
Device_3,107,0.0,1653.2897561459768
Device_3,108,0.0,1653.2897561459768
Device_3,109,0.0,1653.2897561459768
Device_3,110,0.0,1653.2897561459768
Device_3,111,0.0,1653.2897561459768
Device_3,112,0.0,1653.2897561459768
Device_3,113,0.0,1653.2897561459768
Device_3,114,0.0,1653.2897561459768
Device_3,115,0.0,1653.2897561459768
Device_3,116,0.0,1653.2897561459768
Device_3,117,0.0,1653.2897561459768
Device_3,118,0.0,1653.2897561459768
