P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx
11,p_gated_sample,0.0461683460390339,0.6766716415810099,0.07580936501319994,0.03790773427260878,0.23100647303639393,7.827900514103098,0.002806725024315687,33257,True,3,r1_probe_P=11,1
11,p_gated_sample,0.0461683460390339,0.6766716415810099,0.07580936501319994,0.03790773427260878,0.23100647303639393,7.827900514103098,0.002806725024315687,33257,True,3,r1_step_to_P=11,1
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True,4,r1_probe_P=12,1
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True,4,r1_step_to_P=12,1
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True,5,r1_stop_local_optimum,1
4,p_gated_ba,0.44895206583319996,0.12080334761946021,0.25104904821453383,0.0577757339855383,0.5987422561902932,7.827900514103098,0.9944977073780742,26951,True,0,seed,0
3,p_gated_ba,0.48319738380549965,0.09113297268064406,0.25499513686258163,0.0636690651656508,0.6321983564329834,7.827900514103098,0.9944977073780742,26809,True,1,probe_P=3,0
5,p_gated_ba,0.40254530811798617,0.14391402484077165,0.24157287758788384,0.052897038570557456,0.5542307326004094,7.827900514103098,0.9944977073780742,27292,True,1,probe_P=5,0
5,p_gated_ba,0.40254530811798617,0.14391402484077165,0.24157287758788384,0.052897038570557456,0.5542307326004094,7.827900514103098,0.9944977073780742,27292,True,1,step_to_P=5,0
6,p_gated_ba,0.36701686407948997,0.2485794474890045,0.23140197304432403,0.04918819883462432,0.5207364694706251,7.827900514103098,0.9944977073780742,27658,True,2,probe_P=6,0
6,p_gated_ba,0.36701686407948997,0.2485794474890045,0.23140197304432403,0.04918819883462432,0.5207364694706251,7.827900514103098,0.9944977073780742,27658,True,2,step_to_P=6,0
7,p_gated_ba,0.34287687584898385,0.5536117955509549,0.2235931638182576,0.04590933945739098,0.49815824308533235,7.827900514103098,0.9818813394469919,27939,True,3,probe_P=7,0
7,p_gated_ba,0.34287687584898385,0.5536117955509549,0.2235931638182576,0.04590933945739098,0.49815824308533235,7.827900514103098,0.9818813394469919,27939,True,3,step_to_P=7,0
8,p_gated_ba,0.326901570611125,0.2304335802413033,0.21681256078921773,0.04357788904009861,0.4835390584532815,7.827900514103098,0.7281367236348478,28183,True,4,probe_P=8,0
8,p_gated_ba,0.326901570611125,0.2304335802413033,0.21681256078921773,0.04357788904009861,0.4835390584532815,7.827900514103098,0.7281367236348478,28183,True,4,step_to_P=8,0
9,p_gated_ba,0.30620791157307,0.18244994957973162,0.2078365985827428,0.041187136057312876,0.4646405918565214,7.827900514103098,0.12496873697373906,28506,True,5,probe_P=9,0
9,p_gated_ba,0.30620791157307,0.18244994957973162,0.2078365985827428,0.041187136057312876,0.4646405918565214,7.827900514103098,0.12496873697373906,28506,True,5,step_to_P=9,0
10,p_gated_ba,0.2866156244139906,0.6356450314330735,0.19911074058635542,0.038752374351091884,0.4467934762967195,7.827900514103098,0.022926219258024176,28820,True,6,probe_P=10,0
10,p_gated_ba,0.2866156244139906,0.6356450314330735,0.19911074058635542,0.038752374351091884,0.4467934762967195,7.827900514103098,0.022926219258024176,28820,True,6,step_to_P=10,0
11,p_gated_ba,0.27186765387574463,0.16470355222123953,0.1925524524107267,0.03724079417155082,0.4333571633935993,7.827900514103098,0.002806725024315687,29056,True,7,probe_P=11,0
11,p_gated_ba,0.27186765387574463,0.16470355222123953,0.1925524524107267,0.03724079417155082,0.4333571633935993,7.827900514103098,0.002806725024315687,29056,True,7,step_to_P=11,0
12,p_gated_ba,0.26056519992172855,0.16520976104128873,0.18435459219119077,0.03554334729989348,0.4236942814834904,7.827900514103098,0.00019452549673475058,29351,True,8,probe_P=12,0
12,p_gated_ba,0.26056519992172855,0.16520976104128873,0.18435459219119077,0.03554334729989348,0.4236942814834904,7.827900514103098,0.00019452549673475058,29351,True,8,step_to_P=12,0
12,p_gated_ba,0.26056519992172855,0.16520976104128873,0.18435459219119077,0.03554334729989348,0.4236942814834904,7.827900514103098,0.00019452549673475058,29351,True,9,stop_local_optimum,0
